Low,High,Open,Close,Volume
126.0,159.0,150.0,154.0,13972.0
124.0,157.0,154.0,155.0,7042.0
122.0,155.0,130.0,152.0,14066.0
121.0,153.0,152.0,134.0,13978.0
120.0,153.0,123.0,121.0,14020.0
118.0,151.0,125.0,118.0,14044.0
116.0,148.0,118.0,146.0,14133.0
114.0,148.0,147.0,142.0,13853.0
113.0,145.0,144.0,138.0,13884.0
112.0,143.0,143.0,141.0,14091.0
111.0,142.0,142.0,113.0,6969.0
111.0,142.0,130.0,138.0,13765.0
111.0,142.0,133.0,141.0,13919.0
111.0,142.0,141.0,140.0,14033.0
111.0,142.0,138.0,140.0,14060.0
111.0,142.0,140.0,112.0,14071.0
112.0,144.0,112.0,143.0,13927.0
114.0,145.0,143.0,138.0,13761.0
114.0,145.0,137.0,145.0,14095.0
114.0,145.0,145.0,144.0,7022.0
113.0,144.0,120.0,140.0,13956.0
113.0,145.0,130.0,144.0,13916.0
114.0,145.0,144.0,115.0,14078.0
113.0,145.0,115.0,137.0,14010.0
112.0,143.0,143.0,140.0,13970.0
110.0,142.0,139.0,138.0,13865.0
109.0,140.0,115.0,136.0,13975.0
109.0,140.0,136.0,138.0,14053.0
109.0,140.0,139.0,140.0,6955.0
110.0,143.0,110.0,142.0,13924.0
112.0,143.0,142.0,141.0,13868.0
112.0,145.0,141.0,115.0,13831.0
114.0,146.0,115.0,114.0,13894.0
114.0,145.0,144.0,144.0,13956.0
113.0,144.0,143.0,144.0,13770.0
114.0,146.0,144.0,146.0,14058.0
116.0,147.0,146.0,142.0,13971.0
116.0,147.0,136.0,146.0,6909.0
115.0,147.0,147.0,115.0,13834.0
112.0,145.0,115.0,135.0,13971.0
112.0,144.0,128.0,141.0,14045.0
112.0,144.0,143.0,142.0,14045.0
111.0,143.0,142.0,112.0,14064.0
111.0,143.0,112.0,140.0,13945.0
111.0,142.0,141.0,142.0,14013.0
111.0,142.0,140.0,140.0,13922.0
111.0,142.0,140.0,140.0,6957.0
109.0,141.0,125.0,139.0,13954.0
108.0,140.0,139.0,139.0,13819.0
107.0,139.0,139.0,137.0,14196.0
107.0,138.0,137.0,138.0,13977.0
108.0,139.0,138.0,139.0,13809.0
107.0,138.0,138.0,137.0,13999.0
106.0,138.0,137.0,106.0,14122.0
105.0,136.0,106.0,135.0,13977.0
105.0,136.0,135.0,133.0,6917.0
105.0,136.0,135.0,135.0,13977.0
105.0,136.0,135.0,105.0,14024.0
104.0,135.0,105.0,134.0,14006.0
105.0,136.0,135.0,109.0,14025.0
105.0,136.0,126.0,135.0,13975.0
105.0,136.0,135.0,131.0,14139.0
104.0,135.0,131.0,135.0,13812.0
104.0,135.0,135.0,122.0,13944.0
104.0,135.0,105.0,133.0,7055.0
